target_sku,difference_reason,current_sku,product_name,product_category_id,uom_id,cost_price,sell_price,item_value,tipe_pajak,pajak,jumlah_kelipatan_gudang_besar,jumlah_jual_kategori_banyak,kode_merk,biaya,qty_available,qty_reserved,qty_min
001005060913,"category,cost,biaya,qty_min",CAB-001005060913,"PIPA SET 1/4 T0.61MM + 3/8 T0.61MM X 15M",640,30,999800.00,1104970.00,0.00,"Non Pajak",0.00,1,10000,,899820.00,1.00,2.00,1.00
001005060913,"category,cost,biaya,qty_min",CAB-001005060913-DUP2-R16899,"PIPA SET 1/4 T0.61MM + 3/8 T0.61MM X 15M",7,30,1052352.00,1104970.00,0.00,"Non Pajak",0.00,1,10000,,883976.00,0.00,0.00,0.00
001005060914,"category,cost,biaya,qty_min",CAB-001005060914,"PIPA SET 1/4 T0.76MM + 3/8 T0.81MM X 15M",640,30,773487.00,1263333.00,0.00,"Non Pajak",0.00,1,10000,,930783.00,0.00,0.00,1.00
001005060914,"category,cost,biaya,qty_min",CAB-001005060914-DUP2-R16905,"PIPA SET 1/4 T0.76MM + 3/8 T0.81MM X 15M",7,30,1203174.00,1263333.00,0.00,"Non Pajak",0.00,1,10000,,1010666.00,0.00,0.00,0.00
001005061613,"category,cost,biaya,qty_min",CAB-001005061613,"PIPA SET 1/4 T0.61mm + 5/8 T0.71mm X 15m",517,30,1500000.00,1516158.00,0.00,"Non Pajak",0.00,1,1,BCO,1364850.00,1.00,1.00,1.00
001005061613,"category,cost,biaya,qty_min",CAB-001005061613-DUP2-R16901,"PIPA SET 1/4 T0.61mm + 5/8 T0.71mm X 15m",198,30,1100000.00,1516158.00,0.00,"Non Pajak",0.00,1,1,BCO,1100000.00,0.00,0.00,0.00
001005131934,"category,cost,biaya,qty_min",CAB-001005131934,"PIPA SET 1/2 T0.81MM + 3/4 T0.89MM x 30M",640,30,2509200.00,5418876.00,0.00,"Non Pajak",0.00,1,10000,,3081955.00,0.00,0.00,1.00
001005131934,"category,cost,biaya,qty_min",CAB-001005131934-DUP2-R16891,"PIPA SET 1/2 T0.81MM + 3/4 T0.89MM x 30M",7,30,5160834.00,5418876.00,0.00,"Non Pajak",0.00,1,10000,,3870625.00,0.00,0.00,0.00
