target_sku,difference_reason,row_count,candidate_skus,candidate_names,candidate_category_ids,candidate_biaya_values,total_qty_available,total_qty_reserved,recommended_canonical_sku,recommended_category_id,recommended_biaya,approval_status,approved_canonical_sku,approved_category_id,approved_biaya,notes
002010000025,"category,biaya",2,"CAB-002010000025 || CAB-002010000025-DUP2-R14261","COPPER UNION/WATERMUR 1 || COPPER UNION/WATERMUR 1","345 || 37","140400.00 || 45110.00",65.00,0.00,CAB-002010000025,345,140400.00,,,,,
002010000028,"category,biaya",2,"CAB-002010000028 || CAB-002010000028-DUP2-R14262","COPPER UNION/WATERMUR 1 1/8 || COPPER UNION/WATERMUR 1 1/8","345 || 37","132600.00 || 60504.00",58.00,35.00,CAB-002010000028,345,132600.00,,,,,
002010000035,"category,biaya",2,"CAB-002010000035 || CAB-002010000035-DUP2-R14263","COPPER UNION/WATERMUR 1 3/8 || COPPER UNION/WATERMUR 1 3/8","345 || 37","207400.00 || 68824.00",55.00,3.00,CAB-002010000035,345,207400.00,,,,,
002010000042,"category,biaya",2,"CAB-002010000042 || CAB-002010000042-DUP2-R14264","COPPER UNION/WATERMUR 1 5/8 || COPPER UNION/WATERMUR 1 5/8","345 || 37","248625.00 || 82500.00",46.00,3.00,CAB-002010000042,345,248625.00,,,,,
002013009006,"category,biaya",2,"CAB-002013009006 || CAB-002013009006-DUP2-R14002","COPPER TEE REDUCER 3/8 X 1/4 || COPPER TEE REDUCER 3/8 X 1/4","635 || 309","25075.00 || 24583.00",673.00,0.00,CAB-002013009006,635,25075.00,,,,,
002013013006,"category,biaya",2,"CAB-002013013006 || CAB-002013013006-DUP2-R13977","COPPER TEE REDUCER 1/2 X 1/4 || COPPER TEE REDUCER 1/2 X 1/4","635 || 309","28475.00 || 27917.00",495.00,0.00,CAB-002013013006,635,28475.00,,,,,
002013016009,"category,biaya",2,"CAB-002013016009 || CAB-002013016009-DUP2-R14010","COPPER TEE REDUCER 5/8 X 3/8 || COPPER TEE REDUCER 5/8 X 3/8","635 || 309","27625.00 || 27083.00",504.00,161.00,CAB-002013016009,635,27625.00,,,,,
002013016013,"category,biaya",2,"CAB-002013016013 || CAB-002013016013-DUP2-R14008","COPPER TEE REDUCER 5/8 X 1/2 || COPPER TEE REDUCER 5/8 X 1/2","635 || 309","26775.00 || 26250.00",81.00,77.00,CAB-002013016013,635,26775.00,,,,,
002013019016,"category,biaya",2,"CAB-002013019016 || CAB-002013019016-DUP2-R14001","COPPER TEE REDUCER 3/4 X 5/8 || COPPER TEE REDUCER 3/4 X 5/8","635 || 309","33150.00 || 32500.00",298.00,32.00,CAB-002013019016,635,33150.00,,,,,
002013022013,"category,biaya",2,"CAB-002013022013 || CAB-002013022013-DUP2-R14011","COPPER TEE REDUCER 7/8 X 1/2 || COPPER TEE REDUCER 7/8 X 1/2","635 || 309","41650.00 || 40833.00",678.00,3.00,CAB-002013022013,635,41650.00,,,,,
002013022016,"category,biaya",2,"CAB-002013022016 || CAB-002013022016-DUP2-R14014","COPPER TEE REDUCER 7/8 X 5/8 || COPPER TEE REDUCER 7/8 X 5/8","635 || 309","37400.00 || 36667.00",2453.00,0.00,CAB-002013022016,635,37400.00,,,,,
002013025013,"category,biaya",2,"CAB-002013025013 || CAB-002013025013-DUP2-R13974","COPPER TEE REDUCER 1 X 1/2 || COPPER TEE REDUCER 1 X 1/2","635 || 309","87975.00 || 86250.00",356.00,0.00,CAB-002013025013,635,87975.00,,,,,
002013028016,"category,biaya",2,"CAB-002013028016 || CAB-002013028016-DUP2-R13962","COPPER TEE REDUCER 1 1/8 X 5/8 || COPPER TEE REDUCER 1 1/8 X 5/8","635 || 309","78200.00 || 76667.00",265.00,100.00,CAB-002013028016,635,78200.00,,,,,
002013042016,"category,biaya",2,"CAB-002013042016 || CAB-002013042016-DUP2-R13972","COPPER TEE REDUCER 1 5/8 X 5/8 || COPPER TEE REDUCER 1 5/8 X 5/8","635 || 309","207400.00 || 0.00",0.00,0.00,CAB-002013042016,635,207400.00,,,,,
002013042022,"category,biaya",2,"CAB-002013042022 || CAB-002013042022-DUP2-R13973","COPPER TEE REDUCER 1 5/8 X 7/8 || COPPER TEE REDUCER 1 5/8 X 7/8","635 || 309","190825.00 || 187083.00",6.00,4.00,CAB-002013042022,635,190825.00,,,,,
002013042028,"category,biaya",2,"CAB-002013042028 || CAB-002013042028-DUP2-R13969","COPPER TEE REDUCER 1 5/8 X 1 1/8 || COPPER TEE REDUCER 1 5/8 X 1 1/8","635 || 309","174250.00 || 170833.00",2.00,0.00,CAB-002013042028,635,174250.00,,,,,
002013054022,"category,biaya",2,"CAB-002013054022 || CAB-002013054022-DUP2-R13985","COPPER TEE REDUCER 2 1/8 X 7/8 || COPPER TEE REDUCER 2 1/8 X 7/8","635 || 309","323000.00 || 316667.00",0.00,0.00,CAB-002013054022,635,323000.00,,,,,
002013067028,"category,biaya",2,"CAB-002013067028 || CAB-002013067028-DUP2-R13986","COPPER TEE REDUCER 2 5/8 X 1 1/8 || COPPER TEE REDUCER 2 5/8 X 1 1/8","635 || 309","546550.00 || 535833.00",0.00,0.00,CAB-002013067028,635,546550.00,,,,,
002014019015,"category,biaya",2,"CAB-002014019015 || CAB-002014019015-DUP2-R13921","COPPER SOK DRAT LUAR PIPA 3/4 X DRAT 1/2 || COPPER SOK DRAT LUAR PIPA 3/4 X DRAT 1/2","635 || 309","45050.00 || 0.00",1209.00,28.00,CAB-002014019015,635,45050.00,,,,,
002014020019,"category,biaya",2,"CAB-002014020019 || CAB-002014020019-DUP2-R13920","COPPER SOK DRAT LUAR PIPA 3/4 X 3/4 || COPPER SOK DRAT LUAR PIPA 3/4 X 3/4","635 || 309","36550.00 || 30458.00",159.00,159.00,CAB-002014020019,635,36550.00,,,,,
002014028025,"category,biaya",2,"CAB-002014028025 || CAB-002014028025-DUP2-R13914","COPPER SOK DRAT LUAR PIPA 1 1/8 X DRAT 1 || COPPER SOK DRAT LUAR PIPA 1 1/8 X DRAT 1","635 || 309","51425.00 || 0.00",60.00,60.00,CAB-002014028025,635,51425.00,,,,,
002014054050,"category,biaya",2,"CAB-002014054050 || CAB-002014054050-DUP2-R13917","COPPER SOK DRAT LUAR PIPA 2 1/8 X DRAT 2 || COPPER SOK DRAT LUAR PIPA 2 1/8 X DRAT 2","635 || 309","149175.00 || 146250.00",57.00,7.00,CAB-002014054050,635,149175.00,,,,,
002015015013,"category,biaya",2,"CAB-002015015013 || CAB-002015015013-DUP2-R13729","COPPER FEMALE ADAPTOR 1/2 X 1/2 || COPPER FEMALE ADAPTOR 1/2 X 1/2","635 || 309","26775.00 || 26250.00",97.00,97.00,CAB-002015015013,635,26775.00,,,,,
002015015016,"category,biaya",2,"CAB-002015015016 || CAB-002015015016-DUP2-R13730","COPPER FEMALE ADAPTOR 1/2 X 5/8 || COPPER FEMALE ADAPTOR 1/2 X 5/8","635 || 309","25075.00 || 24583.00",0.00,1.00,CAB-002015015016,635,25075.00,,,,,
002015020019,"category,biaya",2,"CAB-002015020019 || CAB-002015020019-DUP2-R13733","COPPER FEMALE ADAPTOR 3/4 X 3/4 || COPPER FEMALE ADAPTOR 3/4 X 3/4","635 || 309","45050.00 || 44167.00",199.00,42.00,CAB-002015020019,635,45050.00,,,,,
002015020022,"category,biaya",2,"CAB-002015020022 || CAB-002015020022-DUP2-R13734","COPPER FEMALE ADAPTOR 3/4 X 7/8 || COPPER FEMALE ADAPTOR 3/4 X 7/8","635 || 309","38250.00 || 37500.00",1093.00,3.00,CAB-002015020022,635,38250.00,,,,,
002015025028,"category,biaya",2,"CAB-002015025028 || CAB-002015025028-DUP2-R13728","COPPER FEMALE ADAPTOR 1 X 1 1/8 || COPPER FEMALE ADAPTOR 1 X 1 1/8","635 || 309","54825.00 || 53750.00",486.00,14.00,CAB-002015025028,635,54825.00,,,,,
002015040042,"category,biaya",2,"CAB-002015040042 || CAB-002015040042-DUP2-R13725","COPPER FEMALE ADAPTOR 1 1/2 X 1 5/8 || COPPER FEMALE ADAPTOR 1 1/2 X 1 5/8","635 || 309","116025.00 || 113750.00",136.00,6.00,CAB-002015040042,635,116025.00,,,,,
002015050054,"category,biaya",2,"CAB-002015050054 || CAB-002015050054-DUP2-R13732","COPPER FEMALE ADAPTOR 2 X 2 1/8 || COPPER FEMALE ADAPTOR 2 X 2 1/8","635 || 309","157675.00 || 154583.00",124.00,0.00,CAB-002015050054,635,157675.00,,,,,
002017009006,"category,biaya",2,"CAB-002017009006 || CAB-002017009006-DUP2-R13848","COPPER REDUCER 3/8 X 1/4 || COPPER REDUCER 3/8 X 1/4","635 || 309","9350.00 || 9167.00",2474.00,2.00,CAB-002017009006,635,9350.00,,,,,
